date,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl
1985-03-29,-3.1606048279691974,-3.0834179227358645,-2.399945418965959,-0.7606594090032384,0.0031834171,0.7236457791,-0.0248157693,0.0852,0.1181,0.0155543582,0.0329,0.011300000000000004,-0.0037742274999999995,0.0104463438
1985-06-28,-3.2103121290913257,-3.1502151241200615,-2.508802082165621,-0.7015100469257045,0.0020352816,0.6864301439,-0.0266075139,0.0695,0.1055,0.1318150701,0.03599999999999999,0.014600000000000002,-0.008541444299999992,0.0112781955
1985-09-30,-3.14520731657565,-3.1974749823306454,-2.4811789840308958,-0.664028332544754,0.0022141862,0.6899588298,-0.0312943542,0.071,0.1082,0.005318189,0.03720000000000001,0.014099999999999988,0.015463667299999997,0.0065055762
1985-12-31,-3.286321508515901,-3.13758339146499,-2.671478042226269,-0.6148434662896318,0.0030849308,0.5926926882,-0.0194650815,0.071,0.0956,0.1334266961,0.02460000000000001,0.014200000000000004,-0.012073994699999993,0.0092336103
1986-03-31,-3.394106632453341,-3.271245846110454,-2.800518044935114,-0.593588587518227,0.0043832056,0.5196276277,-0.0164196221,0.0656,0.0766,0.1973157088,0.010999999999999996,0.015,-0.08962832579999999,-0.0045745654
1986-06-30,-3.432951223996427,-3.384180992653371,-2.836287751061474,-0.5966634729349529,0.0054254826,0.4992814574,-0.0122932373,0.0621,0.079,-0.0003572848,0.0169,0.0121,0.0070078328,0.0064338235
1986-09-30,-3.3360160186010392,-3.4170292709858416,-2.745802168041309,-0.5902138505597301,0.0078838615,0.5346292671,-0.0051386604,0.0521,0.0827,-0.013366974,0.030599999999999995,0.013099999999999987,0.032302412200000005,0.0063926941
1986-12-31,-3.375796990475242,-3.3299590648928494,-2.81687157191484,-0.5589254185604022,0.003983814,0.4984308658,-0.0113759993,0.0553,0.0789,0.0544701611,0.023599999999999996,0.014799999999999994,0.00036910119999999935,0.002722323
1987-03-31,-3.5546626605030203,-3.3685767425017548,-2.961031133052797,-0.5936315274502233,0.0058616516,0.4280402137,-0.0022174302,0.0559,0.0795,0.0135084776,0.023600000000000003,0.012500000000000011,0.005077332499999998,0.014479638
1987-06-30,-3.5746113605649974,-3.5333095360324513,-3.048411569549419,-0.5261997910155785,0.0077534351,0.4078923974,0.0052024616,0.0567,0.0877,-0.0480649228,0.031,0.011999999999999997,0.007571308899999997,0.0124888492
1987-09-30,-3.6153087332446687,-3.558312978831878,-3.0102232396123108,-0.605085493632358,0.0051291309,0.3799667216,0.0063503319,0.064,0.0992,-0.0696514675,0.035199999999999995,0.011300000000000004,0.008955631099999993,0.013215859
1987-12-31,-3.33382473087961,-3.5981360158709244,-2.6475112898982296,-0.6863134409813805,0.0845828152,0.5088120155,0.013274756,0.0577,0.092,0.0838233134,0.0343,0.011800000000000005,0.002563712100000004,0.0034782609
