date,GSPC,lag_GSPC_1,lead_GSPC_1,rfr,lag_rfr_1,lag_date_1,lead_date_1
1999-10-29,1362.930053710938,1282.7099609375,1388.910034179688,4.960000038146973,4.710000038146973,1999-09-30,1999-11-30
1999-11-30,1388.910034179688,1362.930053710938,1469.25,5.150000095367432,4.960000038146973,1999-10-29,1999-12-31
1999-12-31,1469.25,1388.910034179688,1394.4599609375,5.170000076293945,5.150000095367432,1999-11-30,2000-01-31
2000-01-31,1394.4599609375,1469.25,1366.420043945312,5.53000020980835,5.170000076293945,1999-12-31,2000-02-29
2000-02-29,1366.420043945312,1394.4599609375,1498.579956054688,5.639999866485596,5.53000020980835,2000-01-31,2000-03-31
2000-03-31,1498.579956054688,1366.420043945312,1452.430053710938,5.71999979019165,5.639999866485596,2000-02-29,2000-04-28
2000-04-28,1452.430053710938,1498.579956054688,1420.599975585938,5.650000095367432,5.71999979019165,2000-03-31,2000-05-31
2000-05-31,1420.599975585938,1452.430053710938,1454.599975585938,5.489999771118164,5.650000095367432,2000-04-28,2000-06-30
2000-06-30,1454.599975585938,1420.599975585938,1430.829956054688,5.699999809265137,5.489999771118164,2000-05-31,2000-07-31
2000-07-31,1430.829956054688,1454.599975585938,1517.680053710938,6.019999980926514,5.699999809265137,2000-06-30,2000-08-31
2000-08-31,1517.680053710938,1430.829956054688,1436.510009765625,6.110000133514404,6.019999980926514,2000-07-31,2000-09-29
2000-09-29,1436.510009765625,1517.680053710938,1429.400024414062,6.03000020980835,6.110000133514404,2000-08-31,2000-10-31
2000-10-31,1429.400024414062,1436.510009765625,1314.949951171875,6.150000095367432,6.03000020980835,2000-09-29,2000-11-30
2000-11-30,1314.949951171875,1429.400024414062,1320.280029296875,6.010000228881836,6.150000095367432,2000-10-31,2000-12-29
2000-12-29,1320.280029296875,1314.949951171875,1366.010009765625,5.730000019073486,6.010000228881836,2000-11-30,2001-01-31
2001-01-31,1366.010009765625,1320.280029296875,1239.93994140625,4.840000152587891,5.730000019073486,2000-12-29,2001-02-28
2001-02-28,1239.93994140625,1366.010009765625,1160.329956054688,4.71999979019165,4.840000152587891,2001-01-31,2001-03-30
2001-03-30,1160.329956054688,1239.93994140625,1249.4599609375,4.179999828338623,4.71999979019165,2001-02-28,2001-04-30
2001-04-30,1249.4599609375,1160.329956054688,1255.819946289062,3.829999923706055,4.179999828338623,2001-03-30,2001-05-31
2001-05-31,1255.819946289062,1249.4599609375,1224.380004882812,3.539999961853027,3.829999923706055,2001-04-30,2001-06-29
2001-06-29,1224.380004882812,1255.819946289062,1211.22998046875,3.559999942779541,3.539999961853027,2001-05-31,2001-07-31
2001-07-31,1211.22998046875,1224.380004882812,1133.579956054688,3.440000057220459,3.559999942779541,2001-06-29,2001-08-31
2001-08-31,1133.579956054688,1211.22998046875,1040.93994140625,3.279999971389771,3.440000057220459,2001-07-31,2001-09-28
2001-09-28,1040.93994140625,1133.579956054688,1059.780029296875,2.299999952316284,3.279999971389771,2001-08-31,2001-10-31
